id,story,tradition,claim,type,confidence,source,location,status
C-280,12,Norse · Iceland,Snorri says the dwarfs had quickened in Ymir's flesh like maggots and were given understanding and the likeness of men but had to dwell in earth and rock,PRIMARY SOURCE,HIGH,"Anderson, Gylfaginning 14",section 14,The maggot comparison is the source's own
C-281,12,Norse · Iceland,Vǫluspá names more than sixty dwarfs across four stanzas,PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 11-16",Vǫluspá 11-16,
C-282,12,Norse · Iceland,"Three gods found Ask and Embla on earth nearly powerless and void of destiny, without spirit, sense, blood, motive powers or goodly colour",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 17-18",Vǫluspá 17-18,
C-283,12,Norse · Iceland,"Óðinn gave spirit, Hœnir gave sense, and Lóðurr gave blood and goodly colour",PRIMARY SOURCE,HIGH,"Thorpe, Vǫluspá 18",Vǫluspá 18,
C-284,12,Norse · Iceland,"In Snorri's prose the three gifts are life and spirit; reason and power of motion; and form, speech, hearing and eyesight, after which the gods gave them clothes and names",PRIMARY SOURCE,HIGH,"Anderson, Gylfaginning 9",section 9,
C-285,12,Norse · Iceland,"Borr's sons found two trees on the sea-strand and made the first man and woman of them, naming them Ask and Embla",PRIMARY SOURCE,HIGH,"Anderson, Gylfaginning 9",section 9,
C-286,12,Norse · Iceland,Ask means ash and Embla is probably elm,SECONDARY SCHOLARSHIP,MEDIUM,standard Old Norse etymology,—,"FLAGGED — 'ash' is secure, 'elm' is the usual but not certain reading of Embla, and the story says probably"
C-287,13,China,Pangu was produced by the yin and the yang and set the task of giving form to Chaos and making the heavens and the earth,SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,Werner summarises; no primary wording is available in the source
C-288,13,China,"'P'an' means the shell of an egg and 'Ku' means to secure or solid, referring to his being hatched from Chaos",SECONDARY SCHOLARSHIP,MEDIUM,Werner 1922,ch. III,Werner himself notes the characters may mean nothing more than 'Researches into antiquity'
C-289,13,China,"He is pictured in bearskin or leaves, with two horns, holding hammer and chisel, sometimes attended by unicorn, phoenix, tortoise and dragon, sometimes holding sun and moon",SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,
C-290,13,China,"His task took eighteen thousand years, during which he grew six feet taller each day",SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,
C-291,13,China,He died that his works might live,SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,"Werner's English; flagged in the source note as his phrasing, not a translated quotation"
C-292,13,China,"His head became the mountains, breath the wind and clouds, voice the thunder, limbs the four quarters, blood the rivers, flesh the soil, beard the constellations, skin and hair the herbs and trees, teeth bones and marrow the metals rocks and precious stones, sweat the rain",SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,
C-293,13,China,The insects creeping over his body became human beings,SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,
C-294,13,China,Werner compares this to the tears of Khepera in Egyptian cosmology and calls it a lowlier origin,SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,
C-295,13,China,The account is of Taoist origin and the Buddhist version is a late adaptation from it,SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,
C-296,13,China,"The sun and moon hid in the Han Sea; Terrestrial Time was sent and they refused; Pangu, directed by Ju Lai, wrote the characters for sun and moon on his palms and called them out with a charm said seven times",SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,Werner identifies this as the Buddhist adaptation; the story says so
C-297,13,China,"Other versions give Pangu a dragon's head and serpent's body, or have him make wind by breathing, day by opening his eyes and thunder with his voice",SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,
C-298,13,China,"Werner attributes the invention of the myth to the fourth-century Taoist Ko Hung (Ge Hong), author of the Shen hsien chuan",SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,Reported as Werner's attribution and corrected in the historical context
C-299,13,China,"The earliest surviving account of Pangu is usually credited to Xu Zheng, third century CE, in the lost Sanwu liji, which survives only in later quotations",SECONDARY SCHOLARSHIP,HIGH,standard sinology,—,
C-300,13,China,A long-standing suggestion is that Pangu entered the written Chinese tradition from non-Han southern myth; the question is unsettled,SECONDARY SCHOLARSHIP,MEDIUM,standard sinology,—,FLAGGED — the book records the debate and does not adjudicate it
C-301,13,China,"The cosmogonies of the I Ching, Laozi, Confucius, Guanzi, Mencius and Zhuangzi are impersonal, and Chinese thought had no personal creator for centuries before Pangu",SECONDARY SCHOLARSHIP,HIGH,Werner 1922; standard sinology,ch. III,
C-302,13,China,"Nüwa, serpent-bodied and human-headed, moulded human beings from yellow earth and is described as the repairer rather than the creator of the heavens",PRIMARY SOURCE,HIGH,"Werner 1922, quoting Sima Zhen",ch. III,This is the one passage in the chapter where Werner quotes a named primary author
C-303,13,China,"Gong Gong struck the Imperfect Mountain, breaking the pillars of heaven; Nüwa melted five-coloured stones to patch the sky, cut off a tortoise's feet to prop the four corners, and stopped the flood with reed ashes",PRIMARY SOURCE,HIGH,"Werner 1922, quoting Sima Zhen",ch. III,
C-304,13,China,Werner himself compares Pangu with Ymir and adapts a stanza of the Vǫluspá to do so,PRIMARY SOURCE,HIGH,Werner 1922,ch. III,
C-305,13,China,"Werner speculates that the Chinese may have brought the elements of a cosmogony from Babylon, which is period diffusionism",SECONDARY SCHOLARSHIP,HIGH,Werner 1922,ch. III,Reported and explicitly not adopted
C-306,13,China,Pangu is the only figure in the book who is both the worker and the material of creation,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-307,13,China,Pangu does not hold the sky up but becomes the distance between sky and ground,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-308,13,China,This is the only account in the book in which human beings are neither made nor intended,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-309,14,Vedic India,"Puruṣa has a thousand heads, eyes and feet, covers the earth on every side, and extends ten fingers' breadth beyond it",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.1",verse 1,
C-310,14,Vedic India,"Griffith glosses 'a thousand' as innumerable and Puruṣa as embodied spirit or Man personified, one with all created life",SECONDARY SCHOLARSHIP,HIGH,Griffith's note,note to verse 1,
C-311,14,Vedic India,"Puruṣa is all that has been and all that is to be, and lord of immortality",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.2",verse 2,The second line is disputed; Griffith prints seven competing renderings and the story does not choose
C-312,14,Vedic India,All creatures are one-fourth of him and three-fourths are eternal life in heaven,PRIMARY SOURCE,HIGH,"Griffith, RV X.90.3",verse 3,
C-313,14,Vedic India,"With three-fourths he went up and one-fourth remained here, striding over what eats not and what eats",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.4",verse 4,
C-314,14,Vedic India,From Puruṣa was born Virāj and from Virāj Puruṣa was born again,PRIMARY SOURCE,HIGH,"Griffith, RV X.90.5",verse 5,FLAGGED — Griffith reports one tradition making Virāj the mundane egg animated by the primeval Puruṣa and another making Virāj his female counterpart; both are reported and neither adopted
C-315,14,Vedic India,"The gods prepared a sacrifice with Puruṣa as the offering, its oil spring, its gift autumn, its wood summer",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.6",verse 6,
C-316,14,Vedic India,"Sāyaṇa reads the sacrifice as mānasam yajñam, a mental or imaginary sacrifice",SECONDARY SCHOLARSHIP,HIGH,Griffith's note,note to verse 6,
C-317,14,Vedic India,"He was anointed as victim on the sacred grass, and the deities, Sādhyas and ṛṣis sacrificed with him",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.7",verse 7,
C-318,14,Vedic India,From the dripping fat were formed the creatures of the air and the animals wild and tame,PRIMARY SOURCE,HIGH,"Griffith, RV X.90.8",verse 8,
C-319,14,Vedic India,"From the sacrifice were born the Ṛcas, the Sāman hymns, the metres and the Yajus",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.9",verse 9,
C-320,14,Vedic India,"From it were born horses, all creatures with two rows of teeth, cattle, goats and sheep",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.10",verse 10,
C-321,14,Vedic India,"The hymn asks how many portions they made of Puruṣa and what they call his mouth, arms, thighs and feet",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.11",verse 11,
C-322,14,Vedic India,"The Brahman was his mouth, the Rājanya was made of his arms, his thighs became the Vaiśya and from his feet the Śūdra was produced",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.12",verse 12,
C-323,14,Vedic India,Griffith states this is the only passage in the Ṛgveda which enumerates the four castes,SECONDARY SCHOLARSHIP,HIGH,Griffith's note,note to verse 12,
C-324,14,Vedic India,"Griffith explains each caste's derivation by the function of the body part, the Śūdra from the feet because on his toil all ultimately rests",SECONDARY SCHOLARSHIP,HIGH,Griffith's note,note to verse 12,Quoted as Griffith's Victorian interpretation and explicitly not endorsed
C-325,14,Vedic India,"The moon came from his mind, the sun from his eye, Indra and Agni from his mouth and Vāyu from his breath",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.13",verse 13,
C-326,14,Vedic India,"Mid-air came from his navel, sky from his head, earth from his feet, the regions from his ear",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.14",verse 14,
C-327,14,Vedic India,Seven fencing-logs and thrice seven layers of fuel were prepared when the gods bound Puruṣa as their victim,PRIMARY SOURCE,HIGH,"Griffith, RV X.90.15",verse 15,
C-328,14,Vedic India,"The closing verse says that the gods sacrificing sacrificed the victim, and that these were the earliest holy ordinances",PRIMARY SOURCE,HIGH,"Griffith, RV X.90.16",verse 16,
C-329,14,Vedic India,Griffith judges the hymn of comparatively recent origin and an attempt to harmonise the ideas of sacrifice and creation,SECONDARY SCHOLARSHIP,HIGH,Griffith's closing note,note to hymn XC,
C-330,14,Vedic India,"The tenth maṇḍala is generally agreed to be the youngest layer of the Ṛgveda, and contains the Nāsadīya, the Hiraṇyagarbha hymn and the riddle hymns as well as this one",SECONDARY SCHOLARSHIP,HIGH,standard Indology,—,
C-331,14,Vedic India,"India abolished untouchability by constitutional article in 1950, under a constitution drafted by B. R. Ambedkar, who was born into that exclusion and wrote against the authority of such texts",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-332,14,Vedic India,The Puruṣa Sūkta remains in liturgical use in temple worship today,SECONDARY SCHOLARSHIP,HIGH,standard reference,—,
C-333,14,Vedic India,"Verse 12 says nothing about descent, endogamy, purity or exclusion; it supplies four ranked categories with a shared bodily origin in scripture",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — offered as a reading of what the verse does and does not contain
C-334,14,Vedic India,"Puruṣa is the only body in the book that is offered rather than killed, and the dismemberment is accordingly a liturgy rather than an inventory",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-335,14,Vedic India,This is the only cosmogony in the book that produces literature among the physical furniture of the universe,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-336,14,Vedic India,This is the only cosmogony in the book that explains the structure of society by the same mechanism as the structure of the world,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-337,15,Zoroastrian Iran,The primeval ox fell to the right hand when it passed away and Gayōmard afterwards to the left,PRIMARY SOURCE,HIGH,"West, Bundahishn IV.1","SBE V, p. 20",
C-338,15,Zoroastrian Iran,"The ox is 'the sole-created ox' from whom all animals and some plants proceeded, as mankind proceeded from Gayōmard",SECONDARY SCHOLARSHIP,HIGH,West's note,"SBE V, p. 20 n.1",
C-339,15,Zoroastrian Iran,"Gōshurvan, the soul of the ox, came out of the body, stood before it and cried as much as a thousand men crying at once",PRIMARY SOURCE,HIGH,"West, Bundahishn IV.2","SBE V, p. 20",
C-340,15,Zoroastrian Iran,"She asked with whom the guardianship of the creatures was left, and where was the man promised to preach carefulness",PRIMARY SOURCE,HIGH,"West, Bundahishn IV.2","SBE V, p. 20",
C-341,15,Zoroastrian Iran,"Ohrmazd answered that if it were proper to produce that man at this time, the evil spirit would not have been oppressive in the earth",PRIMARY SOURCE,HIGH,"West, Bundahishn IV.3","SBE V, p. 20",
C-342,15,Zoroastrian Iran,"She went to the star station, the moon station and the sun station crying, and at the sun the guardian spirit of Zarathustra was shown to her, after which she consented to nourish the creatures",PRIMARY SOURCE,HIGH,"West, Bundahishn IV.4-5","SBE V, p. 21",
C-343,15,Zoroastrian Iran,"The complaint of Gōshurvan is recorded in the Gāthās, the oldest part of the Avesta, at Yasna 29",SECONDARY SCHOLARSHIP,HIGH,West's note,"SBE V, p. 20 n.2",
C-344,15,Zoroastrian Iran,The gender of the ox is doubtful; West notes the angel Gōsh is usually considered female and that Zādsparam describes the animal as female,SECONDARY SCHOLARSHIP,MEDIUM,West's note,"SBE V, p. 21 n.1",FLAGGED in the source note; the retelling follows West's feminine pronouns and says the point is unsettled
C-345,15,Zoroastrian Iran,Fifty-five species of grain and twelve species of medicinal plants grew from where the ox's marrow came out,PRIMARY SOURCE,MEDIUM,"West, Bundahishn X.1 and XIV.1","SBE V, pp. 31, 45",Manuscript K20 gives fifteen medicinal species at XIV.1; the majority reading of twelve is used and the variant recorded
C-346,15,Zoroastrian Iran,"Peas came from the horns, the leek from the nose, the grapevine from the blood, rue-like herbs from the lungs and thyme from the heart for keeping away stench",PRIMARY SOURCE,HIGH,"West, Bundahishn XIV.2","SBE V, p. 46",
C-347,15,Zoroastrian Iran,The text explains that wine abounds with blood because the vine came from the ox's blood,PRIMARY SOURCE,HIGH,"West, Bundahishn XIV.2","SBE V, p. 46",
C-348,15,Zoroastrian Iran,The ox's seed was purified at the moon station and produced two oxen and then two hundred and eighty-two species of each kind,PRIMARY SOURCE,MEDIUM,"West, Bundahishn X.2-3 and XIV.3-4","SBE V, pp. 32, 46",K20 has 272; the majority reading of 282 is used and the variant recorded
C-349,15,Zoroastrian Iran,"The animals went a thousand days and nights without eating, then drank water and afterwards ate herbage",PRIMARY SOURCE,HIGH,"West, Bundahishn XIV.5","SBE V, p. 46",
C-350,15,Zoroastrian Iran,"Eight metallic minerals arose from Gayōmard's members — gold, silver, iron, brass, tin, lead, quicksilver and adamant — and gold is produced from the life and seed",PRIMARY SOURCE,HIGH,"West, Selections of Zādsparam X.2","SBE V, p. 183",
C-351,15,Zoroastrian Iran,Spandarmad received the gold of the dead Gayōmard and it was forty years in the earth,PRIMARY SOURCE,HIGH,"West, Selections of Zādsparam X.3; Bundahishn XV.1-2","SBE V, pp. 183, 53",
C-352,15,Zoroastrian Iran,"After forty years Mashya and Mashyoi grew from the earth in the shape of a one-stemmed rivās plant with fifteen leaves over fifteen years, joined together with arms behind their shoulders",PRIMARY SOURCE,HIGH,"West, Bundahishn XV.2","SBE V, p. 53",
C-353,15,Zoroastrian Iran,Their waists were so connected that it was not clear which was male and which female,PRIMARY SOURCE,HIGH,"West, Bundahishn XV.3","SBE V, p. 53",
C-354,15,Zoroastrian Iran,The rivās is a rhubarb-like plant whose shoots supply an acid juice used by the Persians for preserves and drinks,SECONDARY SCHOLARSHIP,HIGH,West's note,"SBE V, p. 53 n.3",
C-355,15,Zoroastrian Iran,"The text asks whether soul or body is created first and answers that the soul is created before and the body after, because the body is created only for activity",PRIMARY SOURCE,HIGH,"West, Bundahishn XV.4","SBE V, pp. 53-54",
C-356,15,Zoroastrian Iran,They changed from the shape of a plant into the shape of man and the breath went spiritually into them as the soul,PRIMARY SOURCE,HIGH,"West, Bundahishn XV.5","SBE V, p. 54",
C-357,15,Zoroastrian Iran,"Ohrmazd charged them: you are man, you are the ancestry of the world, think good thoughts, speak good words, do good deeds, and worship no demons",PRIMARY SOURCE,HIGH,"West, Bundahishn XV.6","SBE V, p. 54",
C-358,15,Zoroastrian Iran,"Their first deed was to wash themselves and their first words were that Ohrmazd created the water, earth, plants, animals, stars, moon and sun",PRIMARY SOURCE,HIGH,"West, Bundahishn XV.7","SBE V, p. 54",West notes the Pahlavi phrase for the first deed is ambiguous and may mean that they feasted or made water; the retelling follows his primary rendering
C-359,15,Zoroastrian Iran,"Antagonism corrupted their minds and they exclaimed that the evil spirit created the water, earth, plants and animals; through that false speech they became wicked and their souls are in hell until the future existence",PRIMARY SOURCE,HIGH,"West, Bundahishn XV.8-9","SBE V, pp. 54-55",
C-360,15,Zoroastrian Iran,"They went thirty days without food, clothed in herbage, then found a white-haired goat and drank its milk with their mouths",PRIMARY SOURCE,HIGH,"West, Bundahishn XV.10","SBE V, p. 55",
C-361,15,Zoroastrian Iran,"Mashya's second false speech about his delight enhanced the demons' power, and the taste of food was taken away so that one part in a hundred remained",PRIMARY SOURCE,HIGH,"West, Bundahishn XV.11-12","SBE V, p. 55",
C-362,15,Zoroastrian Iran,"The Bundahishn is written as systematic reference knowledge with numbered answers, in the register of a priesthood recording what it still held",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — offered as a reading of the book's form
C-363,15,Zoroastrian Iran,"In a strict dualism the worst available act is misattribution, because it credits the enemy with a creation he cannot make",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-364,15,Zoroastrian Iran,"Iran alone in this book presents world-from-a-body as loss rather than as liturgy, inventory or completion, and alone lets the victim speak",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-365,16,Aztec · Mexica,"Tonacatecuhtli and Tonacacihuatl dwelt from the beginning in the thirteenth heaven and bore four gods: Camaxtli, Tezcatlipoca, Quetzalcoatl and Huitzilopochtli, the last born without flesh, a skeleton",PRIMARY SOURCE,HIGH,"Alexander 1920, from the Historia de los Mexicanos por sus pinturas",pp. 91-92,"Primary in the sense of a sixteenth-century document reporting pre-conquest tradition, reached through Alexander"
C-366,16,Aztec · Mexica,"The four gods lived in idleness six hundred years, during which time was not reckoned because Huitzilopochtli was in his bones",PRIMARY SOURCE,HIGH,Alexander 1920,p. 92,
C-367,16,Aztec · Mexica,"They created first the fire, the hearth of the universe, and afterward a half-sun",PRIMARY SOURCE,HIGH,Alexander 1920,p. 92,
C-368,16,Aztec · Mexica,"They formed Oxomoco and Cipactonal, commanding him to till and her to spin and weave, and giving her powers of divination and grains of maize for curing",PRIMARY SOURCE,HIGH,Alexander 1920,p. 92,
C-369,16,Aztec · Mexica,"They divided time into days and inaugurated a year of eighteen twenty-day periods, three hundred and sixty days",PRIMARY SOURCE,HIGH,Alexander 1920,p. 92,
C-370,16,Aztec · Mexica,"They created Mictlantecuhtli and Mictlancihuatl as Lord and Lady of hell, the heavens below the thirteenth, the sea, and in the sea the monster Cipactli from which they shaped the earth",PRIMARY SOURCE,HIGH,Alexander 1920,pp. 92-93,
C-371,16,Aztec · Mexica,Tlaloc and Chalchiuhtlicue were created with dominion over the Quarters,PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-372,16,Aztec · Mexica,The son of the first pair married a woman formed from a hair of the goddess Xochiquetzal,PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-373,16,Aztec · Mexica,"A second half-sun was resolved on and Tezcatlipoca became the sun-bearer; what crosses the daily heavens is not the sun itself but only its brightness, the true sun being invisible",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-374,16,Aztec · Mexica,"The first Sun's people were giants who uprooted trees by brute force and ate acorns, and it lasted thirteen times fifty-two years",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-375,16,Aztec · Mexica,Time began to be counted from the first Sun,PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-376,16,Aztec · Mexica,"Quetzalcoatl struck down Tezcatlipoca and became Sun; Tezcatlipoca became a jaguar identified with Ursa Major, wheeling into the waters, and devoured the giants",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-377,16,Aztec · Mexica,After another six hundred and seventy-six years Quetzalcoatl was treated by his brothers as he had treated Tezcatlipoca; a great wind carried away most people or turned them into monkeys,PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-378,16,Aztec · Mexica,Tlaloc was Sun for seven times fifty-two years until Quetzalcoatl rained fire from heaven,PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-379,16,Aztec · Mexica,"Chalchiuhtlicue was made Sun in her husband's place for six times fifty-two years, and in those days maize began to be used",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-380,16,Aztec · Mexica,"In the year 2,628 from the birth of the gods it rained so heavily that the heavens fell and the people were transformed into fish",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-381,16,Aztec · Mexica,"Four men were created, and with their aid Tezcatlipoca and Quetzalcoatl upreared the heavens again and became lords of the heavens and stars",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-382,16,Aztec · Mexica,After the restoration Tezcatlipoca discovered the making of fire from sticks and from the heart of flint,PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-383,16,Aztec · Mexica,"Piltzintecuhtli and his wife did not perish in the flood because they were divine, and the gods created other people as before",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-384,16,Aztec · Mexica,"Quetzalcoatl cast his own son by Chalchiuhtlicue into a great fire and he issued as the Sun; Tlaloc hurled his son into the cinders and thence rose the Moon, ever following after the Sun",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-385,16,Aztec · Mexica,"The gods said this Sun should eat hearts and drink blood, and established wars so that there might be sacrifices of captives to nourish the orbs of light",PRIMARY SOURCE,HIGH,Alexander 1920,p. 93,
C-386,16,Aztec · Mexica,Alexander gives five incompatible orderings of the Suns and states that no single account preserves the whole,SECONDARY SCHOLARSHIP,HIGH,Alexander 1920,"pp. 85, 91-94",
C-387,16,Aztec · Mexica,Most authorities take four past Suns and a fifth present one to be the orthodox Mexican form,SECONDARY SCHOLARSHIP,HIGH,Alexander 1920,p. 94,
C-388,16,Aztec · Mexica,"Mexica painted books were destroyed twice, by Itzcoatl in the fifteenth century and systematically by the Spanish after 1521",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-389,16,Aztec · Mexica,The Historia de los Mexicanos por sus pinturas is an anonymous Spanish text of about 1543 thought to derive from friars questioning Nahua informants and reading painted books with them,SECONDARY SCHOLARSHIP,MEDIUM,standard scholarship,—,FLAGGED — the date and the manner of compilation are the usual account but the document is anonymous
C-390,16,Aztec · Mexica,Ixtlilxochitl was a Christianised nobleman of Texcoco descended from its royal line; Sahagún was a Franciscan whose compilation was suppressed by his own church,SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-391,16,Aztec · Mexica,"Mexica human sacrifice is independently attested archaeologically, while Spanish accounts had an interest in emphasising it and some of their figures are not credible",SECONDARY SCHOLARSHIP,HIGH,standard scholarship,—,"The book prints what the source says, notes the attestation, and does not adopt the conquerors' scale"
C-392,16,Aztec · Mexica,"Fifty-two years is the Mexica calendar round, the interval at which the 260-day and 365-day counts realign, marked by extinguishing and relighting fires; every Sun's length in this account is a multiple of it",SECONDARY SCHOLARSHIP,HIGH,standard Mesoamerican scholarship; the figures are Alexander's,p. 93,
C-393,16,Aztec · Mexica,This is the only cosmogony in the book in which creation is iterated and the failed drafts are recorded with their dates,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-394,16,Aztec · Mexica,"The Suns end by fratricide rather than by exhaustion, making the history of the universe a sequence of coups",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-395,16,Aztec · Mexica,This is the only cosmogony in the book that ends by establishing a permanent obligation on the living,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-396,17,Japan,"Heaven and Earth were not yet separated and the In and Yō not yet divided, forming a chaotic mass like an egg of obscurely defined limits containing germs",PRIMARY SOURCE,HIGH,"Aston, Nihongi I","Book I, opening",
C-397,17,Japan,The purer and clearer part was thinly drawn out and formed Heaven while the heavier and grosser element settled and became Earth,PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-398,17,Japan,"The finer element united easily but the consolidation of the heavy and gross element was accomplished with difficulty, so heaven was formed first",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-399,17,Japan,The soil of which lands were composed floated about like a fish sporting on the surface of the water,PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-400,17,Japan,A thing in form like a reed-shoot was produced between Heaven and Earth and became the god Kuni-toko-tachi,PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-401,17,Japan,"Motoori Norinaga and Hirata Atsutane judged the opening sentences a Chinese rationalistic essay awkwardly prefixed to genuine Japanese tradition, and Hirata named two Chinese works as sources",SECONDARY SCHOLARSHIP,HIGH,Aston's footnote,Book I n.1,
C-402,17,Japan,Motoori pointed out that the connecting word 'hence' has no meaning where it stands and was inserted to disguise the join,SECONDARY SCHOLARSHIP,HIGH,Aston's footnote,Book I n.3,
C-403,17,Japan,"The Nihongi prints alternative accounts of the beginning in its main text, each introduced 'In one writing it is said'",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-404,17,Japan,The variants include a thing in the Void whose shape may not be described; a young land floating like oil with a reed-shoot; Ame-no-minaka-nushi and the two Musubi in the Plain of High Heaven; a cloud over the sea with no place of attachment for its root; and floating oil in the Void,PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-405,17,Japan,Aston judges the variant quotations a somewhat later addition indicating a large body of written literature on the subject,SECONDARY SCHOLARSHIP,HIGH,Aston's footnote,Book I n.2,
C-406,17,Japan,Aston appends the Kiujiki genealogy remarking that it will further exemplify the confusion of these traditions,SECONDARY SCHOLARSHIP,HIGH,Aston's note,Book I,
C-407,17,Japan,"The paired generations include Uhiji-ni and Suhiji-ni, Oho-to-nochi and Oho-to-mahe, and Omo-taru and Kashiko-ne, with Izanagi and Izanami the seventh generation",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-408,17,Japan,"Aston glosses Uhiji-ni and Suhiji-ni as mud-earth and sand-earth, Omo-taru as face-pleasing and Kashiko as awful, and Izanagi and Izanami as male-who-invites and female-who-invites",SECONDARY SCHOLARSHIP,MEDIUM,Aston's footnotes,Book I,FLAGGED — Aston calls several of these doubtful or obscure and suspects the Izanagi/Izanami reading may be folk etymology
C-409,17,Japan,They thrust down the jewel-spear of Heaven and groping about with it found the ocean,PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-410,17,Japan,The brine dripping from the point of the spear coagulated and became the island Onogoro,PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-411,17,Japan,"They descended, wished to become husband and wife and to produce countries, and made Onogoro the pillar of the centre of the land",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-412,17,Japan,"The male deity went round the pillar by the left and the female by the right, and on meeting the female spoke first: 'How delightful! I have met with a lovely youth'",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-413,17,Japan,"The male deity was displeased, said that as a man he should by right have spoken first, called it unlucky, and required them to go round again",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-414,17,Japan,They exchanged statements about the source-place of femininity and masculinity in their bodies and were united as husband and wife,PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-415,17,Japan,"The island of Ahaji was reckoned as the placenta and their minds took no pleasure in it, whence its name",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-416,17,Japan,Aston notes Ahaji may be read as 'the island which will not meet' or as 'my shame',SECONDARY SCHOLARSHIP,HIGH,Aston's footnote,Book I,
C-417,17,Japan,"They then produced Oho-yamato, Iyo-no-futana, Tsukushi, Oki and Sado",PRIMARY SOURCE,HIGH,"Aston, Nihongi I",Book I,
C-418,17,Japan,"The Nihon Shoki was completed in 720 by imperial order, is the second-oldest surviving Japanese book after the Kojiki of 712, and is written in classical Chinese in the form of a Chinese dynastic chronicle",SECONDARY SCHOLARSHIP,HIGH,standard Japanese history,—,
C-419,17,Japan,Book I runs from the separation of heaven and earth through the generations of gods to Amaterasu and thence to the imperial line,PRIMARY SOURCE,HIGH,the chronicle's own structure,Books I-II,
